case_id,segmentation_A,segmentation_B,warped_segmentation_A,flips_percentage,log_jac_std,dice,hd95
ACDC.patient118.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient118/ACDC.patient118.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient118/ACDC.patient118.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient118/ACDC.patient118.warped_ED_seg.nii.gz,0.0,0.017845215,0.7000947754968369,4.9878152027878775
ACDC.patient119.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient119/ACDC.patient119.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient119/ACDC.patient119.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient119/ACDC.patient119.warped_ES_seg.nii.gz,0.0,0.018656025,0.554781614378693,6.614237288958807
ACDC.patient119.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient119/ACDC.patient119.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient119/ACDC.patient119.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient119/ACDC.patient119.warped_ED_seg.nii.gz,0.0,0.01929331,0.5335960054214118,7.221257379331216
ACDC.patient120.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient120/ACDC.patient120.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient120/ACDC.patient120.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient120/ACDC.patient120.warped_ES_seg.nii.gz,0.0,0.015080249,0.6916240493447372,4.075646253670837
ACDC.patient120.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient120/ACDC.patient120.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient120/ACDC.patient120.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient120/ACDC.patient120.warped_ED_seg.nii.gz,0.0,0.014811204,0.6830963026427946,3.8650805268724135
ACDC.patient121.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient121/ACDC.patient121.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient121/ACDC.patient121.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient121/ACDC.patient121.warped_ES_seg.nii.gz,0.0,0.015522487,0.5386249740314231,5.270908399546472
ACDC.patient121.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient121/ACDC.patient121.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient121/ACDC.patient121.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient121/ACDC.patient121.warped_ED_seg.nii.gz,0.0,0.017375097,0.5408599179717202,5.048260541402263
ACDC.patient122.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient122/ACDC.patient122.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient122/ACDC.patient122.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient122/ACDC.patient122.warped_ES_seg.nii.gz,0.0,0.016574427,0.7050773000420977,4.050994148360983
ACDC.patient122.ED_ES,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient122/ACDC.patient122.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient122/ACDC.patient122.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient122/ACDC.patient122.warped_ED_seg.nii.gz,0.0,0.016713792,0.6911878252068687,4.10818510677892
ACDC.patient123.ES_ED,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient123/ACDC.patient123.ES_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient123/ACDC.patient123.ED_seg.nii.gz,evaluation_results/ants/SyN/ACDCMM/results/ACDC.patient123/ACDC.patient123.warped_ES_seg.nii.gz,0.0,0.013018942,0.531187884720303,6.210865655189656
