case_id,segmentation_A,segmentation_B,warped_segmentation_A,flips_percentage,log_jac_std,dice,hd95
HCP.133928_to_298051,evaluation_results/ants/SyN/HCP-1/results/HCP.133928_to_298051/HCP.133928_to_298051.133928_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.133928_to_298051/HCP.133928_to_298051.298051_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.133928_to_298051/HCP.133928_to_298051.warped_133928_seg.nii.gz,0.0,0.031744488,0.7301622616445526,2.4526087380560875
HCP.198451_to_189450,evaluation_results/ants/SyN/HCP-1/results/HCP.198451_to_189450/HCP.198451_to_189450.198451_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.198451_to_189450/HCP.198451_to_189450.189450_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.198451_to_189450/HCP.198451_to_189450.warped_198451_seg.nii.gz,0.0,0.033536553,0.7302363275931016,2.5908885807316047
HCP.133928_to_131217,evaluation_results/ants/SyN/HCP-1/results/HCP.133928_to_131217/HCP.133928_to_131217.133928_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.133928_to_131217/HCP.133928_to_131217.131217_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.133928_to_131217/HCP.133928_to_131217.warped_133928_seg.nii.gz,0.0,0.03217329,0.7439879566061319,2.3803048125706208
HCP.414229_to_499566,evaluation_results/ants/SyN/HCP-1/results/HCP.414229_to_499566/HCP.414229_to_499566.414229_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.414229_to_499566/HCP.414229_to_499566.499566_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.414229_to_499566/HCP.414229_to_499566.warped_414229_seg.nii.gz,0.0,0.029229926,0.7570358217538631,2.1939471792380805
HCP.188347_to_149741,evaluation_results/ants/SyN/HCP-1/results/HCP.188347_to_149741/HCP.188347_to_149741.188347_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.188347_to_149741/HCP.188347_to_149741.149741_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.188347_to_149741/HCP.188347_to_149741.warped_188347_seg.nii.gz,0.0,0.03598162,0.744719551901993,1.866773012119843
HCP.188347_to_146432,evaluation_results/ants/SyN/HCP-1/results/HCP.188347_to_146432/HCP.188347_to_146432.188347_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.188347_to_146432/HCP.188347_to_146432.146432_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.188347_to_146432/HCP.188347_to_146432.warped_188347_seg.nii.gz,0.0,0.033765804,0.7575730459292528,1.7412023401150685
HCP.162733_to_212318,evaluation_results/ants/SyN/HCP-1/results/HCP.162733_to_212318/HCP.162733_to_212318.162733_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.162733_to_212318/HCP.162733_to_212318.212318_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.162733_to_212318/HCP.162733_to_212318.warped_162733_seg.nii.gz,0.0,0.030903222,0.7691914914196161,1.7896264052831048
HCP.857263_to_189450,evaluation_results/ants/SyN/HCP-1/results/HCP.857263_to_189450/HCP.857263_to_189450.857263_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.857263_to_189450/HCP.857263_to_189450.189450_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.857263_to_189450/HCP.857263_to_189450.warped_857263_seg.nii.gz,0.0,0.032513242,0.6655115040628735,3.8608980425784525
HCP.101915_to_101915,evaluation_results/ants/SyN/HCP-1/results/HCP.101915_to_101915/HCP.101915_to_101915.101915_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.101915_to_101915/HCP.101915_to_101915.101915_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.101915_to_101915/HCP.101915_to_101915.warped_101915_seg.nii.gz,0.0,0.0005659228,1.0,0.0
HCP.298051_to_101915,evaluation_results/ants/SyN/HCP-1/results/HCP.298051_to_101915/HCP.298051_to_101915.298051_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.298051_to_101915/HCP.298051_to_101915.101915_seg.nii.gz,evaluation_results/ants/SyN/HCP-1/results/HCP.298051_to_101915/HCP.298051_to_101915.warped_298051_seg.nii.gz,0.0,0.029522432,0.740076722848231,2.2679266570372856
